Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/tasks,29,0,2100.0,2716.258560310335,1306.103339999936,21051.231157000075,877762.1724137932,1.2253762543452769,0.0,2100,2300,2300,2600,2700,2800,21000,21000,21000,21000,21000
POST,/api/tasks,29,0,1200.0,1368.3187215516416,110.77224200016644,2538.7614060000487,186.0,1.2253762543452769,0.0,1200,1600,1800,2200,2400,2500,2500,2500,2500,2500,2500
DELETE,/api/tasks/69ba75d0cfc15ea9c122ae19,1,0,118.24475100002019,118.24475100002019,118.24475100002019,118.24475100002019,31.0,0.04225435359811299,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/tasks/69ba75d0cfc15ea9c122ae19,1,0,926.828435999596,926.828435999596,926.828435999596,926.828435999596,186.0,0.04225435359811299,0.0,930,930,930,930,930,930,930,930,930,930,930
PATCH,/api/tasks/69ba75d0cfc15ea9c122ae19,1,1,400.57944000000134,400.57944000000134,400.57944000000134,400.57944000000134,42.0,0.04225435359811299,0.04225435359811299,400,400,400,400,400,400,400,400,400,400,400
DELETE,/api/tasks/69ba75d0cfc15ea9c122ae1a,1,0,803.6416519998966,803.6416519998966,803.6416519998966,803.6416519998966,31.0,0.04225435359811299,0.0,800,800,800,800,800,800,800,800,800,800,800
GET,/api/tasks/69ba75d0cfc15ea9c122ae1a,1,0,891.6591460001655,891.6591460001655,891.6591460001655,891.6591460001655,186.0,0.04225435359811299,0.0,890,890,890,890,890,890,890,890,890,890,890
PATCH,/api/tasks/69ba75d0cfc15ea9c122ae1a,1,1,38.50492299989128,38.50492299989128,38.50492299989128,38.50492299989128,42.0,0.04225435359811299,0.04225435359811299,39,39,39,39,39,39,39,39,39,39,39
DELETE,/api/tasks/69ba75d0cfc15ea9c122ae1b,1,0,209.6390019996761,209.6390019996761,209.6390019996761,209.6390019996761,31.0,0.04225435359811299,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/api/tasks/69ba75d0cfc15ea9c122ae1b,1,0,58.43010700027662,58.43010700027662,58.43010700027662,58.43010700027662,186.0,0.04225435359811299,0.0,58,58,58,58,58,58,58,58,58,58,58
PATCH,/api/tasks/69ba75d0cfc15ea9c122ae1b,1,1,32.09717199933948,32.09717199933948,32.09717199933948,32.09717199933948,42.0,0.04225435359811299,0.04225435359811299,32,32,32,32,32,32,32,32,32,32,32
DELETE,/api/tasks/69ba75d0cfc15ea9c122ae1c,1,0,211.4601239991316,211.4601239991316,211.4601239991316,211.4601239991316,31.0,0.04225435359811299,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/api/tasks/69ba75d0cfc15ea9c122ae1c,1,0,48.101569000209565,48.101569000209565,48.101569000209565,48.101569000209565,186.0,0.04225435359811299,0.0,48,48,48,48,48,48,48,48,48,48,48
PATCH,/api/tasks/69ba75d0cfc15ea9c122ae1c,1,1,22.126828000182286,22.126828000182286,22.126828000182286,22.126828000182286,42.0,0.04225435359811299,0.04225435359811299,22,22,22,22,22,22,22,22,22,22,22
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae1d,1,0,714.9562739996327,714.9562739996327,714.9562739996327,714.9562739996327,31.0,0.04225435359811299,0.0,710,710,710,710,710,710,710,710,710,710,710
GET,/api/tasks/69ba75d1cfc15ea9c122ae1d,1,0,55.86952400062728,55.86952400062728,55.86952400062728,55.86952400062728,186.0,0.04225435359811299,0.0,56,56,56,56,56,56,56,56,56,56,56
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae1d,1,1,29.439569999340165,29.439569999340165,29.439569999340165,29.439569999340165,42.0,0.04225435359811299,0.04225435359811299,29,29,29,29,29,29,29,29,29,29,29
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae1e,1,0,202.92577400050504,202.92577400050504,202.92577400050504,202.92577400050504,31.0,0.04225435359811299,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/api/tasks/69ba75d1cfc15ea9c122ae1e,1,0,55.581522000466066,55.581522000466066,55.581522000466066,55.581522000466066,186.0,0.04225435359811299,0.0,56,56,56,56,56,56,56,56,56,56,56
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae1e,1,1,32.154781000826915,32.154781000826915,32.154781000826915,32.154781000826915,42.0,0.04225435359811299,0.04225435359811299,32,32,32,32,32,32,32,32,32,32,32
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae1f,1,0,214.21994799948152,214.21994799948152,214.21994799948152,214.21994799948152,31.0,0.04225435359811299,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/api/tasks/69ba75d1cfc15ea9c122ae1f,1,0,55.66727399946103,55.66727399946103,55.66727399946103,55.66727399946103,186.0,0.04225435359811299,0.0,56,56,56,56,56,56,56,56,56,56,56
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae1f,1,1,33.37914599978831,33.37914599978831,33.37914599978831,33.37914599978831,42.0,0.04225435359811299,0.04225435359811299,33,33,33,33,33,33,33,33,33,33,33
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae20,1,0,226.40645200044673,226.40645200044673,226.40645200044673,226.40645200044673,31.0,0.04225435359811299,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/api/tasks/69ba75d1cfc15ea9c122ae20,1,0,57.87848199997825,57.87848199997825,57.87848199997825,57.87848199997825,186.0,0.04225435359811299,0.0,58,58,58,58,58,58,58,58,58,58,58
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae20,1,1,39.54012200028956,39.54012200028956,39.54012200028956,39.54012200028956,42.0,0.04225435359811299,0.04225435359811299,40,40,40,40,40,40,40,40,40,40,40
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae21,1,0,140.66272400032176,140.66272400032176,140.66272400032176,140.66272400032176,31.0,0.04225435359811299,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/api/tasks/69ba75d1cfc15ea9c122ae21,1,0,133.92010400002619,133.92010400002619,133.92010400002619,133.92010400002619,186.0,0.04225435359811299,0.0,130,130,130,130,130,130,130,130,130,130,130
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae21,1,1,48.667215000023134,48.667215000023134,48.667215000023134,48.667215000023134,42.0,0.04225435359811299,0.04225435359811299,49,49,49,49,49,49,49,49,49,49,49
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae22,1,0,738.1062720005502,738.1062720005502,738.1062720005502,738.1062720005502,31.0,0.04225435359811299,0.0,740,740,740,740,740,740,740,740,740,740,740
GET,/api/tasks/69ba75d1cfc15ea9c122ae22,1,0,170.6001610000385,170.6001610000385,170.6001610000385,170.6001610000385,186.0,0.04225435359811299,0.0,170,170,170,170,170,170,170,170,170,170,170
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae22,1,1,21.531702999709523,21.531702999709523,21.531702999709523,21.531702999709523,42.0,0.04225435359811299,0.04225435359811299,22,22,22,22,22,22,22,22,22,22,22
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae23,1,0,741.1033799999132,741.1033799999132,741.1033799999132,741.1033799999132,31.0,0.04225435359811299,0.0,740,740,740,740,740,740,740,740,740,740,740
GET,/api/tasks/69ba75d1cfc15ea9c122ae23,1,0,775.0394179993236,775.0394179993236,775.0394179993236,775.0394179993236,186.0,0.04225435359811299,0.0,780,780,780,780,780,780,780,780,780,780,780
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae23,1,1,273.46293899972807,273.46293899972807,273.46293899972807,273.46293899972807,42.0,0.04225435359811299,0.04225435359811299,270,270,270,270,270,270,270,270,270,270,270
DELETE,/api/tasks/69ba75d1cfc15ea9c122ae24,1,0,738.1879300000946,738.1879300000946,738.1879300000946,738.1879300000946,31.0,0.04225435359811299,0.0,740,740,740,740,740,740,740,740,740,740,740
GET,/api/tasks/69ba75d1cfc15ea9c122ae24,1,0,778.4199399993668,778.4199399993668,778.4199399993668,778.4199399993668,186.0,0.04225435359811299,0.0,780,780,780,780,780,780,780,780,780,780,780
PATCH,/api/tasks/69ba75d1cfc15ea9c122ae24,1,1,277.64566599944374,277.64566599944374,277.64566599944374,277.64566599944374,42.0,0.04225435359811299,0.04225435359811299,280,280,280,280,280,280,280,280,280,280,280
DELETE,/api/tasks/69ba75d2cfc15ea9c122ae25,1,0,1533.9820460003466,1533.9820460003466,1533.9820460003466,1533.9820460003466,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d2cfc15ea9c122ae25,1,0,1226.3021839999055,1226.3021839999055,1226.3021839999055,1226.3021839999055,186.0,0.04225435359811299,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
PATCH,/api/tasks/69ba75d2cfc15ea9c122ae25,1,1,311.6037519994279,311.6037519994279,311.6037519994279,311.6037519994279,42.0,0.04225435359811299,0.04225435359811299,310,310,310,310,310,310,310,310,310,310,310
DELETE,/api/tasks/69ba75d2cfc15ea9c122ae26,1,0,1535.7419470001332,1535.7419470001332,1535.7419470001332,1535.7419470001332,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d2cfc15ea9c122ae26,1,0,899.9879229995713,899.9879229995713,899.9879229995713,899.9879229995713,186.0,0.04225435359811299,0.0,900,900,900,900,900,900,900,900,900,900,900
PATCH,/api/tasks/69ba75d2cfc15ea9c122ae26,1,1,306.16800600000715,306.16800600000715,306.16800600000715,306.16800600000715,42.0,0.04225435359811299,0.04225435359811299,310,310,310,310,310,310,310,310,310,310,310
DELETE,/api/tasks/69ba75d2cfc15ea9c122ae27,1,0,1516.4457689998017,1516.4457689998017,1516.4457689998017,1516.4457689998017,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d2cfc15ea9c122ae27,1,0,1124.8551610005961,1124.8551610005961,1124.8551610005961,1124.8551610005961,186.0,0.04225435359811299,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
PATCH,/api/tasks/69ba75d2cfc15ea9c122ae27,1,1,99.37795199948596,99.37795199948596,99.37795199948596,99.37795199948596,42.0,0.04225435359811299,0.04225435359811299,99,99,99,99,99,99,99,99,99,99,99
DELETE,/api/tasks/69ba75d2cfc15ea9c122ae28,1,0,1531.4129230000617,1531.4129230000617,1531.4129230000617,1531.4129230000617,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d2cfc15ea9c122ae28,1,0,1213.5098369999469,1213.5098369999469,1213.5098369999469,1213.5098369999469,186.0,0.04225435359811299,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
PATCH,/api/tasks/69ba75d2cfc15ea9c122ae28,1,1,305.1694879995921,305.1694879995921,305.1694879995921,305.1694879995921,42.0,0.04225435359811299,0.04225435359811299,310,310,310,310,310,310,310,310,310,310,310
DELETE,/api/tasks/69ba75d2cfc15ea9c122ae29,1,0,1534.8097670002971,1534.8097670002971,1534.8097670002971,1534.8097670002971,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d2cfc15ea9c122ae29,1,0,896.6048469992529,896.6048469992529,896.6048469992529,896.6048469992529,186.0,0.04225435359811299,0.0,900,900,900,900,900,900,900,900,900,900,900
PATCH,/api/tasks/69ba75d2cfc15ea9c122ae29,1,1,306.59423700035404,306.59423700035404,306.59423700035404,306.59423700035404,42.0,0.04225435359811299,0.04225435359811299,310,310,310,310,310,310,310,310,310,310,310
DELETE,/api/tasks/69ba75d2cfc15ea9c122ae2a,1,0,1526.3534499999878,1526.3534499999878,1526.3534499999878,1526.3534499999878,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d2cfc15ea9c122ae2a,1,0,1114.5054240005265,1114.5054240005265,1114.5054240005265,1114.5054240005265,186.0,0.04225435359811299,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
PATCH,/api/tasks/69ba75d2cfc15ea9c122ae2a,1,1,101.122174000011,101.122174000011,101.122174000011,101.122174000011,42.0,0.04225435359811299,0.04225435359811299,100,100,100,100,100,100,100,100,100,100,100
DELETE,/api/tasks/69ba75d3cfc15ea9c122ae2b,1,0,1528.2197169999563,1528.2197169999563,1528.2197169999563,1528.2197169999563,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d3cfc15ea9c122ae2b,1,0,898.6281540001073,898.6281540001073,898.6281540001073,898.6281540001073,186.0,0.04225435359811299,0.0,900,900,900,900,900,900,900,900,900,900,900
PATCH,/api/tasks/69ba75d3cfc15ea9c122ae2b,1,1,310.0851459994374,310.0851459994374,310.0851459994374,310.0851459994374,42.0,0.04225435359811299,0.04225435359811299,310,310,310,310,310,310,310,310,310,310,310
DELETE,/api/tasks/69ba75d3cfc15ea9c122ae2c,1,0,1217.6508590000594,1217.6508590000594,1217.6508590000594,1217.6508590000594,31.0,0.04225435359811299,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/tasks/69ba75d3cfc15ea9c122ae2c,1,0,1828.722939999352,1828.722939999352,1828.722939999352,1828.722939999352,186.0,0.04225435359811299,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
PATCH,/api/tasks/69ba75d3cfc15ea9c122ae2c,1,1,49.57230499985599,49.57230499985599,49.57230499985599,49.57230499985599,42.0,0.04225435359811299,0.04225435359811299,50,50,50,50,50,50,50,50,50,50,50
DELETE,/api/tasks/69ba75d3cfc15ea9c122ae2d,1,0,1532.942338999419,1532.942338999419,1532.942338999419,1532.942338999419,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d3cfc15ea9c122ae2d,1,0,899.9396039998828,899.9396039998828,899.9396039998828,899.9396039998828,186.0,0.04225435359811299,0.0,900,900,900,900,900,900,900,900,900,900,900
PATCH,/api/tasks/69ba75d3cfc15ea9c122ae2d,1,1,302.62751300051605,302.62751300051605,302.62751300051605,302.62751300051605,42.0,0.04225435359811299,0.04225435359811299,300,300,300,300,300,300,300,300,300,300,300
DELETE,/api/tasks/69ba75d3cfc15ea9c122ae2e,1,0,1459.126049000588,1459.126049000588,1459.126049000588,1459.126049000588,31.0,0.04225435359811299,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/api/tasks/69ba75d3cfc15ea9c122ae2e,1,0,1794.3705130001035,1794.3705130001035,1794.3705130001035,1794.3705130001035,186.0,0.04225435359811299,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
PATCH,/api/tasks/69ba75d3cfc15ea9c122ae2e,1,1,510.35870000032446,510.35870000032446,510.35870000032446,510.35870000032446,42.0,0.04225435359811299,0.04225435359811299,510,510,510,510,510,510,510,510,510,510,510
DELETE,/api/tasks/69ba75d4cfc15ea9c122ae2f,1,0,894.7215189991766,894.7215189991766,894.7215189991766,894.7215189991766,31.0,0.04225435359811299,0.0,890,890,890,890,890,890,890,890,890,890,890
GET,/api/tasks/69ba75d4cfc15ea9c122ae2f,1,0,1740.2225790001467,1740.2225790001467,1740.2225790001467,1740.2225790001467,186.0,0.04225435359811299,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
PATCH,/api/tasks/69ba75d4cfc15ea9c122ae2f,1,1,369.83423799938464,369.83423799938464,369.83423799938464,369.83423799938464,42.0,0.04225435359811299,0.04225435359811299,370,370,370,370,370,370,370,370,370,370,370
DELETE,/api/tasks/69ba75d4cfc15ea9c122ae30,1,0,893.6669999993683,893.6669999993683,893.6669999993683,893.6669999993683,31.0,0.04225435359811299,0.0,890,890,890,890,890,890,890,890,890,890,890
GET,/api/tasks/69ba75d4cfc15ea9c122ae30,1,0,1739.8818860001484,1739.8818860001484,1739.8818860001484,1739.8818860001484,186.0,0.04225435359811299,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
PATCH,/api/tasks/69ba75d4cfc15ea9c122ae30,1,1,369.4060480002008,369.4060480002008,369.4060480002008,369.4060480002008,42.0,0.04225435359811299,0.04225435359811299,370,370,370,370,370,370,370,370,370,370,370
DELETE,/api/tasks/69ba75d4cfc15ea9c122ae31,1,0,890.8418450000681,890.8418450000681,890.8418450000681,890.8418450000681,31.0,0.04225435359811299,0.0,890,890,890,890,890,890,890,890,890,890,890
GET,/api/tasks/69ba75d4cfc15ea9c122ae31,1,0,1999.1004500006966,1999.1004500006966,1999.1004500006966,1999.1004500006966,186.0,0.04225435359811299,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
PATCH,/api/tasks/69ba75d4cfc15ea9c122ae31,1,1,87.55676500004483,87.55676500004483,87.55676500004483,87.55676500004483,42.0,0.04225435359811299,0.04225435359811299,88,88,88,88,88,88,88,88,88,88,88
DELETE,/api/tasks/69ba75d4cfc15ea9c122ae32,1,0,700.6186549997437,700.6186549997437,700.6186549997437,700.6186549997437,31.0,0.04225435359811299,0.0,700,700,700,700,700,700,700,700,700,700,700
GET,/api/tasks/69ba75d4cfc15ea9c122ae32,1,0,2247.2530670002016,2247.2530670002016,2247.2530670002016,2247.2530670002016,186.0,0.04225435359811299,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
PATCH,/api/tasks/69ba75d4cfc15ea9c122ae32,1,1,54.17114200008655,54.17114200008655,54.17114200008655,54.17114200008655,42.0,0.04225435359811299,0.04225435359811299,54,54,54,54,54,54,54,54,54,54,54
DELETE,/api/tasks/69ba75d4cfc15ea9c122ae33,1,0,867.6157849995434,867.6157849995434,867.6157849995434,867.6157849995434,31.0,0.04225435359811299,0.0,870,870,870,870,870,870,870,870,870,870,870
GET,/api/tasks/69ba75d4cfc15ea9c122ae33,1,0,2022.061990000111,2022.061990000111,2022.061990000111,2022.061990000111,186.0,0.04225435359811299,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
PATCH,/api/tasks/69ba75d4cfc15ea9c122ae33,1,1,109.08319300051517,109.08319300051517,109.08319300051517,109.08319300051517,42.0,0.04225435359811299,0.04225435359811299,110,110,110,110,110,110,110,110,110,110,110
DELETE,/api/tasks/69ba75d4cfc15ea9c122ae34,1,0,737.8815940001004,737.8815940001004,737.8815940001004,737.8815940001004,31.0,0.04225435359811299,0.0,740,740,740,740,740,740,740,740,740,740,740
GET,/api/tasks/69ba75d4cfc15ea9c122ae34,1,0,2077.3612460006916,2077.3612460006916,2077.3612460006916,2077.3612460006916,186.0,0.04225435359811299,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
PATCH,/api/tasks/69ba75d4cfc15ea9c122ae34,1,1,62.16783900072187,62.16783900072187,62.16783900072187,62.16783900072187,42.0,0.04225435359811299,0.04225435359811299,62,62,62,62,62,62,62,62,62,62,62
DELETE,/api/tasks/69ba75e6cfc15ea9c122ae35,1,0,104.06900299949484,104.06900299949484,104.06900299949484,104.06900299949484,31.0,0.04225435359811299,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/api/tasks/69ba75e6cfc15ea9c122ae35,1,0,313.5627009996824,313.5627009996824,313.5627009996824,313.5627009996824,186.0,0.04225435359811299,0.0,310,310,310,310,310,310,310,310,310,310,310
PATCH,/api/tasks/69ba75e6cfc15ea9c122ae35,1,1,79.34238199959509,79.34238199959509,79.34238199959509,79.34238199959509,42.0,0.04225435359811299,0.04225435359811299,79,79,79,79,79,79,79,79,79,79,79
,Aggregated,145,29,900.0,1217.5629813654737,21.531702999709523,21051.231157000075,175641.43448275863,6.126881271726384,1.2253762543452769,900,1500,1700,2000,2200,2500,2700,2800,21000,21000,21000
